Day of Week,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Sunday,15:04,16:41,Breakfast,4,97,75.92,Male,Booth,Yes,2,No,36-45,Clear
Friday,20:46,21:53,Breakfast,6,67,95.11,Male,Window,Yes,1,Yes,56+,Cloudy
Tuesday,12:05,13:11,Lunch,5,66,16.03,Male,Booth,Yes,4,No,25-35,Sunny
Monday,06:14,09:02,Breakfast,6,168,50.97,Female,Outdoor,Yes,1,No,46-55,Rainy
Sunday,15:12,16:40,Breakfast,6,88,79.02,Male,Window,Yes,2,Yes,56+,Cloudy
Friday,06:11,08:39,Dinner,5,148,10.67,Male,Window,No,5,No,56+,Rainy
Wednesday,12:36,13:31,Dinner,3,55,73.62,Other,Booth,Yes,1,No,56+,Rainy
Friday,10:02,11:38,Breakfast,3,96,40.53,Female,Window,No,2,No,25-35,Rainy
Wednesday,15:13,16:50,Dinner,6,97,126.88,Female,Booth,Yes,3,Yes,56+,Rainy
Tuesday,13:29,14:03,Lunch,6,34,68.77,Female,Booth,Yes,1,No,46-55,Sunny
Sunday,18:20,18:59,Breakfast,4,39,43.38,Male,Outdoor,No,2,Yes,18-24,Rainy
Saturday,15:48,16:49,Lunch,2,61,29.78,Male,Window,Yes,3,No,36-45,Clear
Wednesday,16:58,19:29,Breakfast,2,151,133.1,Male,Booth,Yes,2,Yes,18-24,Cloudy
Monday,19:11,21:51,Breakfast,5,160,149.89,Male,Outdoor,Yes,2,Yes,36-45,Clear
Friday,10:49,11:31,Lunch,2,42,28.45,Male,Booth,No,3,Yes,25-35,Cloudy
Thursday,18:00,19:54,Breakfast,4,114,145.51,Female,Booth,Yes,1,No,56+,Cloudy
Sunday,14:35,16:40,Dinner,3,125,15.26,Female,Window,No,4,No,46-55,Sunny
Saturday,07:49,10:07,Lunch,5,138,97.71,Male,Outdoor,Yes,2,Yes,46-55,Cloudy
Tuesday,20:30,21:39,Breakfast,1,69,30.63,Female,Outdoor,Yes,5,No,18-24,Cloudy
Monday,09:00,09:46,Dinner,6,46,125.36,Other,Booth,No,2,No,36-45,Clear
Tuesday,07:18,09:39,Dinner,1,141,14.62,Female,Window,No,3,No,18-24,Sunny
Monday,12:33,15:04,Dinner,4,151,139.78,Other,Booth,No,5,No,25-35,Clear
Saturday,07:12,08:11,Lunch,6,59,121.43,Female,Booth,Yes,5,Yes,18-24,Cloudy
Tuesday,12:34,14:29,Breakfast,6,115,76.26,Male,Booth,No,1,Yes,46-55,Clear
Sunday,21:28,23:03,Breakfast,1,95,114.07,Female,Window,Yes,3,Yes,46-55,Cloudy
Thursday,06:27,09:21,Dinner,1,174,17.34,Other,Booth,Yes,3,Yes,56+,Cloudy
Sunday,10:19,11:26,Dinner,2,67,146.73,Other,Booth,No,3,No,25-35,Rainy
Friday,15:41,17:21,Breakfast,2,100,81.79,Other,Outdoor,Yes,2,No,36-45,Cloudy
Friday,13:56,14:49,Breakfast,2,53,52.67,Other,Outdoor,No,4,No,25-35,Clear
Tuesday,15:35,17:03,Breakfast,3,88,125.54,Female,Booth,Yes,1,Yes,18-24,Rainy
Sunday,12:30,13:04,Lunch,4,34,109.8,Male,Window,Yes,3,No,36-45,Cloudy
Tuesday,06:39,09:21,Lunch,5,162,116.72,Female,Booth,No,4,Yes,18-24,Clear
Sunday,15:47,17:23,Dinner,5,96,58.22,Male,Window,Yes,5,Yes,25-35,Sunny
Friday,20:06,22:37,Dinner,6,151,64.68,Other,Booth,Yes,5,No,36-45,Rainy
Wednesday,07:25,08:50,Lunch,1,85,59.19,Other,Outdoor,Yes,3,Yes,36-45,Clear
Friday,07:49,10:25,Dinner,3,156,115.99,Male,Outdoor,Yes,3,No,56+,Cloudy
Friday,11:07,12:59,Lunch,4,112,18.32,Other,Outdoor,No,1,No,25-35,Cloudy
Sunday,06:18,08:27,Dinner,1,129,113.2,Other,Booth,No,5,No,18-24,Cloudy
Tuesday,12:49,14:16,Lunch,3,87,76.76,Female,Booth,Yes,1,Yes,56+,Sunny
Thursday,15:29,18:27,Dinner,4,178,37.28,Other,Outdoor,No,4,No,18-24,Rainy
Tuesday,06:11,07:50,Lunch,4,99,76.19,Female,Booth,No,5,Yes,56+,Sunny
Saturday,17:57,19:10,Dinner,2,73,74.98,Other,Booth,No,1,Yes,36-45,Sunny
Thursday,08:22,10:29,Dinner,3,127,134.7,Male,Window,Yes,3,Yes,56+,Cloudy
Tuesday,11:28,12:44,Lunch,1,76,145.84,Other,Outdoor,Yes,4,No,36-45,Clear
Monday,10:40,12:21,Breakfast,2,101,122.25,Other,Window,Yes,5,No,46-55,Rainy
Friday,21:59,23:03,Dinner,1,64,79.37,Other,Booth,Yes,1,Yes,46-55,Sunny
Tuesday,21:51,00:14,Breakfast,3,143,55.69,Female,Booth,Yes,2,Yes,25-35,Rainy
Sunday,18:14,20:09,Breakfast,1,115,94.81,Male,Booth,No,3,Yes,18-24,Sunny
Monday,12:45,14:37,Breakfast,3,112,17.09,Male,Window,No,1,Yes,25-35,Clear
Saturday,06:27,07:41,Dinner,3,74,50.01,Male,Window,No,5,Yes,18-24,Clear
Monday,12:29,15:25,Breakfast,5,176,91.21,Female,Outdoor,Yes,5,No,18-24,Cloudy
Tuesday,16:32,17:08,Lunch,2,36,83.46,Other,Window,Yes,4,Yes,46-55,Clear
Sunday,18:07,20:51,Lunch,6,164,61.08,Other,Outdoor,No,2,No,25-35,Sunny
Wednesday,09:01,11:31,Dinner,1,150,54.84,Female,Booth,No,3,No,36-45,Clear
Sunday,15:38,17:04,Dinner,1,86,141.15,Male,Booth,Yes,5,Yes,18-24,Rainy
Friday,15:35,18:04,Breakfast,5,149,100.45,Other,Outdoor,Yes,4,No,18-24,Clear
Wednesday,09:52,10:29,Lunch,3,37,122.56,Female,Outdoor,No,3,No,46-55,Cloudy
Monday,15:19,17:47,Lunch,5,148,72.26,Male,Window,Yes,4,Yes,36-45,Clear
Saturday,16:22,19:11,Breakfast,5,169,34.57,Other,Window,Yes,3,No,46-55,Sunny
Tuesday,18:35,21:16,Lunch,2,161,107.14,Male,Booth,No,3,No,46-55,Cloudy
Tuesday,10:49,13:39,Breakfast,3,170,58.85,Male,Outdoor,Yes,2,No,36-45,Rainy
Sunday,19:02,20:36,Lunch,5,94,72.62,Female,Outdoor,No,1,No,36-45,Sunny
Wednesday,12:30,15:03,Breakfast,6,153,41.45,Male,Booth,No,1,Yes,25-35,Rainy
Saturday,11:06,12:08,Lunch,6,62,135.87,Female,Outdoor,No,3,No,18-24,Cloudy
Saturday,15:04,15:37,Lunch,6,33,115.88,Female,Outdoor,No,4,No,18-24,Cloudy
Saturday,12:00,13:03,Breakfast,5,63,144.28,Female,Window,No,1,Yes,56+,Clear
Monday,11:42,13:53,Dinner,4,131,116.14,Male,Booth,No,2,No,18-24,Cloudy
Saturday,08:50,10:41,Lunch,3,111,43.15,Female,Booth,Yes,2,Yes,36-45,Rainy
Monday,20:42,21:31,Dinner,1,49,15.22,Male,Outdoor,Yes,4,Yes,18-24,Sunny
Sunday,14:46,15:33,Lunch,6,47,75.8,Other,Window,Yes,4,No,36-45,Sunny
Saturday,19:28,22:21,Breakfast,5,173,116.51,Female,Booth,No,5,Yes,36-45,Rainy
Sunday,12:00,12:53,Breakfast,6,53,28.96,Male,Window,Yes,3,No,18-24,Rainy
Tuesday,20:14,22:49,Breakfast,4,155,131.47,Female,Outdoor,Yes,3,No,25-35,Sunny
Friday,06:40,08:59,Lunch,5,139,129.88,Other,Booth,Yes,1,Yes,46-55,Rainy
Thursday,08:19,10:08,Dinner,4,109,51.52,Female,Outdoor,No,5,No,46-55,Sunny
Wednesday,11:56,14:21,Dinner,6,145,81.96,Male,Window,No,2,Yes,18-24,Cloudy
Sunday,15:32,17:59,Lunch,1,147,115.34,Female,Outdoor,No,2,No,36-45,Rainy
Thursday,21:12,23:53,Dinner,4,161,59.08,Male,Window,No,4,No,18-24,Clear
Friday,07:25,08:54,Breakfast,6,89,59.48,Other,Window,No,4,No,36-45,Sunny
Wednesday,13:36,16:34,Lunch,6,178,149.46,Female,Outdoor,No,3,No,25-35,Clear
Monday,19:42,20:45,Dinner,5,63,51.99,Female,Booth,No,4,Yes,36-45,Clear
Friday,20:15,21:18,Lunch,5,63,43.13,Other,Outdoor,Yes,2,Yes,18-24,Cloudy
Sunday,17:05,18:33,Lunch,2,88,86.48,Other,Window,No,1,No,56+,Clear
Wednesday,14:46,15:37,Dinner,6,51,99.06,Female,Window,Yes,3,No,25-35,Rainy
Sunday,14:50,17:32,Dinner,3,162,132.6,Other,Outdoor,No,5,Yes,36-45,Sunny
Saturday,16:38,19:37,Breakfast,4,179,126.63,Female,Booth,No,3,Yes,25-35,Rainy
Monday,15:32,16:38,Dinner,2,66,90.16,Male,Outdoor,No,1,No,46-55,Clear
Wednesday,10:35,12:55,Dinner,3,140,25.73,Other,Outdoor,No,3,No,18-24,Rainy
Sunday,11:18,12:33,Lunch,1,75,32.24,Other,Booth,Yes,1,Yes,56+,Sunny
Monday,08:32,11:08,Breakfast,3,156,46.5,Other,Window,No,4,Yes,46-55,Cloudy
Sunday,20:31,21:35,Breakfast,3,64,32.07,Male,Booth,No,1,Yes,18-24,Clear
Thursday,06:40,07:27,Breakfast,6,47,141.58,Female,Booth,Yes,3,Yes,18-24,Rainy
Sunday,17:47,18:49,Dinner,5,62,67.84,Female,Outdoor,Yes,3,Yes,25-35,Clear
Saturday,13:27,16:02,Lunch,2,155,52.68,Other,Booth,Yes,2,No,46-55,Cloudy
Saturday,18:53,20:38,Breakfast,3,105,21.86,Other,Booth,No,2,No,18-24,Clear
Tuesday,20:42,23:15,Lunch,2,153,17.01,Male,Outdoor,Yes,5,Yes,46-55,Rainy
Friday,14:26,15:41,Breakfast,3,75,74.49,Male,Window,No,5,Yes,56+,Clear
Sunday,14:00,14:31,Breakfast,5,31,23.69,Female,Booth,No,4,No,56+,Sunny
Thursday,06:34,09:25,Dinner,2,171,86.52,Male,Booth,Yes,4,No,56+,Rainy
Saturday,11:22,13:10,Breakfast,1,108,136.79,Female,Outdoor,No,1,No,56+,Cloudy
Wednesday,18:42,21:03,Lunch,2,141,75.08,Female,Outdoor,Yes,5,No,36-45,Cloudy
Monday,17:45,20:15,Breakfast,5,150,18.24,Female,Booth,Yes,3,Yes,46-55,Sunny
Friday,09:01,09:43,Dinner,1,42,45.58,Other,Window,Yes,3,Yes,56+,Cloudy
Thursday,11:03,12:37,Breakfast,1,94,115.39,Female,Booth,Yes,3,Yes,25-35,Sunny
Monday,10:15,12:13,Lunch,2,118,122.62,Male,Window,Yes,1,Yes,25-35,Clear
Saturday,15:54,18:36,Lunch,4,162,35.66,Female,Window,Yes,1,Yes,46-55,Sunny
Sunday,08:55,11:23,Dinner,2,148,15.56,Female,Outdoor,No,5,No,25-35,Rainy
Monday,12:45,13:50,Dinner,4,65,57.51,Female,Window,No,3,Yes,36-45,Rainy
Tuesday,19:02,21:18,Dinner,2,136,94.34,Male,Booth,No,5,No,36-45,Clear
Saturday,07:49,10:10,Breakfast,5,141,107.12,Male,Outdoor,Yes,1,No,46-55,Rainy
Sunday,11:23,14:00,Breakfast,3,157,13.87,Other,Window,No,4,Yes,56+,Clear
Thursday,16:53,18:18,Dinner,5,85,132.66,Male,Window,Yes,5,No,25-35,Cloudy
Wednesday,18:26,21:19,Breakfast,2,173,67.46,Male,Booth,No,5,No,18-24,Cloudy
Saturday,18:33,21:12,Breakfast,5,159,50.22,Male,Window,Yes,2,Yes,56+,Rainy
Tuesday,17:00,18:31,Dinner,3,91,50.15,Male,Window,Yes,4,No,46-55,Sunny
Wednesday,17:44,20:13,Dinner,3,149,34.06,Other,Window,No,4,Yes,46-55,Clear
Saturday,21:56,22:50,Lunch,2,54,14.3,Female,Outdoor,Yes,1,No,36-45,Sunny
Tuesday,21:01,22:19,Dinner,2,78,130.98,Female,Window,No,3,Yes,25-35,Cloudy
Tuesday,14:23,17:00,Breakfast,6,157,41.83,Female,Booth,No,3,No,25-35,Sunny
Monday,19:01,20:58,Dinner,6,117,132.95,Male,Window,No,2,Yes,36-45,Rainy
Wednesday,18:52,21:31,Lunch,4,159,51.02,Male,Window,No,2,No,56+,Cloudy
Friday,06:31,09:20,Breakfast,4,169,91.99,Other,Booth,No,4,Yes,46-55,Rainy
Tuesday,17:48,20:19,Dinner,5,151,135.01,Male,Outdoor,No,2,Yes,46-55,Sunny
Thursday,17:07,19:51,Breakfast,4,164,77.12,Other,Outdoor,No,1,Yes,36-45,Sunny
Monday,19:47,20:18,Lunch,6,31,67.68,Male,Outdoor,No,3,Yes,46-55,Rainy
Wednesday,17:33,19:02,Lunch,2,89,56.15,Female,Outdoor,Yes,1,Yes,56+,Sunny
Sunday,19:16,20:46,Breakfast,1,90,36.4,Male,Outdoor,Yes,5,No,36-45,Cloudy
Thursday,14:30,16:57,Dinner,3,147,42.11,Other,Outdoor,No,2,No,46-55,Cloudy
Thursday,16:26,17:47,Breakfast,1,81,42.76,Male,Window,No,1,No,56+,Cloudy
Friday,15:03,16:29,Breakfast,5,86,120.76,Female,Booth,Yes,2,No,18-24,Cloudy
Friday,06:10,07:04,Breakfast,6,54,144.78,Male,Window,Yes,5,Yes,36-45,Cloudy
Tuesday,13:37,16:09,Dinner,1,152,42.37,Male,Outdoor,No,4,No,25-35,Clear
Wednesday,12:17,14:18,Breakfast,5,121,17.13,Male,Window,No,1,Yes,46-55,Cloudy
Monday,18:21,20:37,Dinner,6,136,13.31,Female,Booth,No,1,No,56+,Clear
Saturday,18:42,19:36,Breakfast,6,54,57.93,Other,Window,No,3,Yes,25-35,Clear
Monday,06:14,09:00,Breakfast,4,166,94.78,Female,Window,Yes,1,Yes,46-55,Rainy
Thursday,08:35,09:38,Lunch,2,63,135.17,Female,Booth,No,5,Yes,46-55,Rainy
Saturday,06:36,08:10,Breakfast,6,94,40.24,Other,Outdoor,No,1,Yes,36-45,Sunny
Tuesday,12:42,13:26,Dinner,4,44,133.26,Female,Window,Yes,2,No,46-55,Clear
Saturday,12:26,15:02,Dinner,4,156,13.2,Other,Outdoor,Yes,5,Yes,36-45,Clear
Friday,15:38,17:25,Lunch,2,107,114.67,Other,Window,No,2,Yes,25-35,Rainy
Saturday,18:19,20:39,Dinner,4,140,16.91,Male,Booth,No,4,Yes,25-35,Cloudy
Sunday,18:11,19:21,Lunch,5,70,135.23,Female,Outdoor,No,5,Yes,36-45,Cloudy
Monday,06:37,08:33,Dinner,2,116,20.07,Male,Booth,No,2,No,18-24,Cloudy
Thursday,12:52,15:33,Breakfast,1,161,57.94,Male,Booth,Yes,3,Yes,46-55,Cloudy
Wednesday,10:56,11:54,Breakfast,5,58,63.39,Other,Window,No,2,Yes,25-35,Clear
Wednesday,08:03,09:06,Breakfast,1,63,48.51,Female,Window,No,1,Yes,56+,Sunny
Wednesday,19:45,20:41,Breakfast,3,56,107.32,Other,Window,Yes,2,No,56+,Rainy
Sunday,09:11,11:15,Breakfast,3,124,82.87,Other,Booth,Yes,3,No,18-24,Clear
Monday,08:04,08:46,Dinner,1,42,87.74,Other,Booth,Yes,2,No,56+,Sunny
Thursday,19:44,20:54,Dinner,1,70,81.35,Male,Booth,No,3,No,56+,Cloudy
Sunday,10:57,11:47,Dinner,5,50,62.6,Male,Outdoor,No,5,Yes,18-24,Clear
Tuesday,11:07,11:47,Dinner,2,40,43.25,Other,Window,Yes,1,No,56+,Sunny
Tuesday,15:51,16:50,Breakfast,4,59,113.7,Female,Booth,Yes,5,Yes,46-55,Cloudy
Thursday,12:53,15:35,Breakfast,4,162,126.4,Other,Booth,Yes,4,No,56+,Clear
Monday,10:41,12:38,Dinner,1,117,32.25,Other,Booth,No,2,Yes,18-24,Clear
Monday,13:29,14:46,Lunch,3,77,32.9,Male,Outdoor,Yes,1,Yes,56+,Rainy
Monday,19:35,21:10,Lunch,5,95,34.43,Male,Outdoor,No,2,Yes,46-55,Sunny
Tuesday,13:44,14:41,Breakfast,5,57,143.87,Other,Window,Yes,3,No,36-45,Sunny
Wednesday,17:47,18:23,Dinner,6,36,83.65,Female,Booth,Yes,3,No,18-24,Rainy
Saturday,16:06,18:30,Lunch,3,144,100.86,Male,Outdoor,No,1,No,46-55,Rainy
Monday,11:58,13:00,Lunch,2,62,24.36,Other,Window,No,4,No,18-24,Rainy
Friday,20:02,22:40,Lunch,1,158,92.98,Male,Booth,Yes,1,Yes,46-55,Clear
Wednesday,19:35,21:52,Breakfast,6,137,81.61,Male,Booth,Yes,5,Yes,25-35,Sunny
Tuesday,14:48,17:18,Dinner,5,150,58.99,Male,Booth,Yes,2,No,56+,Clear
Saturday,15:36,17:53,Lunch,6,137,37.84,Female,Outdoor,Yes,2,Yes,56+,Sunny
Saturday,15:20,17:38,Breakfast,1,138,60.39,Male,Window,Yes,4,Yes,18-24,Sunny
Saturday,12:40,15:19,Dinner,1,159,139.35,Other,Outdoor,No,3,No,18-24,Clear
Thursday,17:23,19:55,Dinner,6,152,93.85,Female,Booth,Yes,2,Yes,18-24,Cloudy
Tuesday,14:58,16:55,Dinner,5,117,79.68,Female,Window,No,3,No,56+,Clear
Monday,09:37,11:45,Dinner,6,128,56.02,Female,Outdoor,No,3,Yes,46-55,Sunny
Friday,13:35,15:48,Dinner,4,133,53.15,Female,Outdoor,No,2,No,56+,Clear
Monday,06:57,09:19,Dinner,6,142,101.82,Female,Window,No,2,Yes,56+,Sunny
Sunday,11:57,14:37,Lunch,2,160,149.1,Female,Window,Yes,1,No,46-55,Sunny
Saturday,12:15,12:51,Breakfast,2,36,71.18,Male,Window,No,3,Yes,25-35,Cloudy
Wednesday,07:13,07:49,Breakfast,4,36,53.17,Other,Booth,No,3,No,36-45,Cloudy
Wednesday,14:00,16:20,Lunch,1,140,39.95,Male,Booth,No,2,Yes,56+,Clear
Saturday,13:02,15:36,Breakfast,5,154,127.42,Female,Outdoor,Yes,3,No,25-35,Cloudy
Monday,12:01,12:45,Lunch,2,44,37.74,Female,Booth,No,1,Yes,56+,Sunny
Saturday,11:35,12:27,Breakfast,6,52,112.1,Male,Window,No,5,No,36-45,Cloudy
Saturday,06:36,08:04,Lunch,1,88,118.72,Female,Booth,Yes,1,No,25-35,Rainy
Friday,09:57,12:36,Lunch,4,159,96.05,Female,Outdoor,No,5,No,36-45,Cloudy
Friday,08:20,09:54,Lunch,1,94,74.71,Other,Outdoor,Yes,3,Yes,18-24,Clear
Sunday,19:57,22:09,Dinner,6,132,78.62,Other,Booth,Yes,1,No,46-55,Cloudy
Tuesday,21:10,22:37,Dinner,3,87,121.46,Female,Booth,No,5,Yes,18-24,Rainy
Thursday,14:07,16:50,Breakfast,2,163,140.41,Male,Booth,No,5,No,46-55,Rainy
Friday,18:19,20:21,Dinner,4,122,132,Other,Booth,No,2,Yes,46-55,Cloudy
Monday,09:35,12:23,Dinner,4,168,50.98,Male,Window,No,1,Yes,25-35,Rainy
Tuesday,06:30,07:42,Lunch,4,72,76.85,Female,Window,No,4,Yes,46-55,Clear
Thursday,10:27,12:15,Breakfast,4,108,97,Male,Outdoor,No,2,No,25-35,Cloudy
Saturday,15:22,17:18,Breakfast,3,116,81.98,Male,Outdoor,No,5,No,18-24,Clear
Sunday,12:17,12:53,Lunch,3,36,107.11,Other,Booth,No,4,No,36-45,Rainy
Saturday,20:52,21:58,Lunch,1,66,62.01,Male,Window,No,1,Yes,18-24,Rainy
Friday,21:47,22:51,Lunch,2,64,135.28,Male,Window,No,5,Yes,56+,Sunny
Thursday,16:06,18:05,Lunch,2,119,123.25,Male,Window,No,4,Yes,25-35,Sunny
Wednesday,17:23,18:45,Breakfast,1,82,18.01,Other,Booth,Yes,2,Yes,56+,Cloudy
Friday,09:13,10:48,Breakfast,6,95,115.17,Other,Outdoor,Yes,1,No,36-45,Cloudy
Friday,19:33,22:25,Lunch,6,172,22.27,Male,Outdoor,No,3,No,18-24,Clear
Tuesday,16:37,19:14,Dinner,1,157,39.54,Male,Outdoor,Yes,4,No,18-24,Clear
Sunday,21:08,22:03,Lunch,4,55,66.63,Other,Outdoor,No,4,No,46-55,Cloudy
Tuesday,15:45,18:18,Breakfast,6,153,53.45,Other,Outdoor,No,1,Yes,36-45,Cloudy
Saturday,08:42,09:46,Breakfast,6,64,97.78,Other,Booth,Yes,5,No,56+,Rainy
Wednesday,21:58,22:54,Lunch,5,56,125.84,Male,Outdoor,No,3,No,25-35,Sunny
Tuesday,08:44,10:12,Breakfast,4,88,20.49,Male,Window,Yes,1,No,56+,Cloudy
Saturday,19:01,19:57,Breakfast,6,56,26.89,Other,Outdoor,No,4,Yes,36-45,Sunny
Tuesday,17:57,18:34,Lunch,4,37,92.54,Female,Window,No,4,Yes,46-55,Cloudy
Saturday,21:37,23:42,Lunch,6,125,107.8,Female,Booth,No,5,No,18-24,Cloudy
Thursday,17:33,20:07,Breakfast,6,154,130.74,Female,Window,Yes,2,Yes,46-55,Clear
Friday,21:45,23:53,Breakfast,6,128,120.54,Male,Outdoor,Yes,2,No,46-55,Cloudy
Wednesday,20:45,23:00,Dinner,3,135,128.52,Other,Window,Yes,3,No,46-55,Clear
Friday,20:03,21:10,Dinner,3,67,72.51,Other,Window,No,4,Yes,25-35,Cloudy
Wednesday,08:07,08:43,Dinner,4,36,53.98,Female,Booth,Yes,5,Yes,36-45,Sunny
Sunday,15:04,16:52,Lunch,5,108,26.29,Male,Window,Yes,4,No,25-35,Clear
Friday,13:35,16:18,Breakfast,1,163,30.04,Other,Booth,Yes,1,No,56+,Rainy
Thursday,12:50,14:38,Lunch,5,108,17.04,Male,Outdoor,Yes,5,No,46-55,Sunny
Sunday,06:32,09:21,Dinner,4,169,68.27,Other,Window,Yes,3,No,25-35,Cloudy
Friday,20:22,22:32,Lunch,1,130,83.56,Other,Outdoor,Yes,1,No,36-45,Rainy
Thursday,16:19,17:02,Dinner,3,43,121.15,Female,Window,Yes,1,No,18-24,Cloudy
Sunday,20:04,20:49,Dinner,4,45,108.59,Male,Outdoor,Yes,5,No,46-55,Rainy
Saturday,20:12,20:49,Breakfast,1,37,122.98,Male,Window,No,1,No,18-24,Cloudy
Monday,06:26,07:06,Breakfast,1,40,12.65,Other,Booth,No,2,Yes,25-35,Clear
Wednesday,21:03,23:41,Dinner,5,158,60.84,Female,Window,Yes,3,Yes,25-35,Cloudy
Thursday,12:44,13:44,Breakfast,6,60,50.99,Female,Outdoor,No,4,Yes,36-45,Rainy
Sunday,07:50,10:35,Lunch,3,165,134.58,Other,Outdoor,Yes,4,Yes,46-55,Rainy
Tuesday,07:05,09:13,Lunch,2,128,85.57,Female,Outdoor,Yes,4,Yes,18-24,Clear
Saturday,10:34,12:22,Lunch,5,108,20.97,Female,Outdoor,No,2,Yes,46-55,Cloudy
Saturday,17:25,19:39,Lunch,1,134,135.18,Male,Outdoor,Yes,3,Yes,18-24,Cloudy
Saturday,13:53,14:51,Breakfast,2,58,26.17,Female,Window,Yes,1,No,56+,Rainy
Wednesday,10:18,10:53,Lunch,1,35,98.65,Male,Outdoor,No,4,Yes,46-55,Sunny
Tuesday,11:58,13:21,Dinner,6,83,68.46,Male,Outdoor,No,2,Yes,18-24,Sunny
Thursday,11:05,12:59,Breakfast,6,114,61.7,Female,Window,No,4,No,36-45,Rainy
Saturday,11:18,13:14,Lunch,1,116,19.55,Other,Window,No,5,No,56+,Sunny
Wednesday,12:34,14:46,Dinner,1,132,42.07,Male,Window,Yes,4,No,56+,Sunny
Wednesday,08:45,09:37,Lunch,2,52,142.79,Male,Outdoor,No,5,Yes,56+,Sunny
Friday,06:03,07:58,Dinner,4,115,46.17,Female,Booth,Yes,1,Yes,25-35,Rainy
Wednesday,20:06,21:29,Lunch,3,83,55.03,Male,Booth,No,5,Yes,36-45,Rainy
Friday,08:19,09:50,Dinner,5,91,129.18,Female,Booth,No,3,No,56+,Rainy
Wednesday,13:51,14:51,Dinner,3,60,110.82,Female,Window,Yes,5,No,25-35,Clear
Saturday,21:05,22:23,Dinner,2,78,89.21,Female,Window,No,1,No,36-45,Clear
Monday,09:55,11:45,Breakfast,5,110,115.23,Other,Booth,No,3,No,18-24,Sunny
Sunday,16:16,17:58,Breakfast,4,102,59.78,Male,Window,Yes,1,Yes,36-45,Sunny
Sunday,11:18,14:09,Lunch,4,171,97.65,Male,Window,Yes,1,No,25-35,Rainy
Monday,17:50,20:11,Breakfast,4,141,144.48,Female,Booth,No,5,Yes,46-55,Cloudy
Friday,15:08,17:52,Breakfast,4,164,133.05,Other,Window,Yes,1,Yes,46-55,Sunny
Friday,20:25,23:18,Lunch,5,173,123.2,Female,Window,Yes,1,No,18-24,Clear
Monday,21:15,22:52,Breakfast,6,97,127.64,Female,Outdoor,No,2,No,36-45,Clear
Monday,06:37,09:22,Breakfast,1,165,57.33,Male,Window,Yes,3,No,36-45,Cloudy
Thursday,20:35,22:13,Dinner,6,98,127.38,Male,Outdoor,No,2,Yes,25-35,Clear
Monday,16:33,18:34,Lunch,6,121,77.76,Female,Window,Yes,4,Yes,25-35,Rainy
Monday,13:13,15:30,Dinner,1,137,112.5,Female,Window,No,5,No,46-55,Clear
Wednesday,06:05,07:30,Breakfast,3,85,80.54,Female,Outdoor,Yes,3,No,46-55,Cloudy
Thursday,18:14,20:45,Breakfast,3,151,14.02,Other,Outdoor,Yes,2,Yes,25-35,Rainy
Sunday,16:19,16:52,Dinner,1,33,139.91,Female,Booth,No,3,Yes,25-35,Clear
Monday,18:15,20:44,Lunch,2,149,105.52,Male,Window,No,5,No,18-24,Sunny
Friday,15:33,16:54,Lunch,4,81,91.21,Other,Window,No,3,Yes,46-55,Cloudy
Tuesday,13:40,14:19,Dinner,1,39,114.31,Female,Window,No,1,Yes,56+,Clear
Saturday,13:39,16:39,Lunch,5,180,44.05,Female,Booth,No,4,No,18-24,Cloudy
Sunday,07:39,09:51,Lunch,1,132,54.35,Other,Outdoor,Yes,4,Yes,36-45,Sunny
Tuesday,16:16,18:13,Dinner,6,117,10.9,Other,Outdoor,No,4,Yes,36-45,Clear
Friday,12:20,14:21,Dinner,4,121,137.13,Other,Window,No,5,Yes,46-55,Sunny
Monday,20:00,21:16,Breakfast,4,76,64.54,Other,Booth,No,1,Yes,56+,Cloudy
Wednesday,14:45,16:26,Dinner,6,101,22.71,Female,Booth,No,1,Yes,36-45,Cloudy
Tuesday,06:42,07:48,Dinner,3,66,43.5,Male,Outdoor,No,1,No,36-45,Sunny
Thursday,11:53,14:42,Lunch,5,169,50.42,Male,Booth,No,4,No,18-24,Sunny
Monday,08:51,10:19,Breakfast,2,88,42.49,Other,Outdoor,Yes,1,No,18-24,Sunny
Saturday,17:45,18:15,Breakfast,2,30,132.06,Other,Window,No,3,Yes,56+,Cloudy
Sunday,20:50,22:40,Lunch,2,110,89.83,Male,Window,Yes,5,No,56+,Cloudy
Tuesday,18:41,20:14,Breakfast,3,93,84.47,Female,Window,No,1,No,56+,Clear
Friday,14:52,17:47,Lunch,1,175,117.69,Female,Outdoor,No,1,No,36-45,Sunny
Friday,12:53,15:15,Breakfast,6,142,78.34,Male,Window,Yes,4,Yes,56+,Cloudy
Tuesday,06:37,09:18,Dinner,4,161,147.85,Male,Booth,Yes,3,Yes,46-55,Rainy
Thursday,11:26,13:37,Lunch,6,131,115.49,Other,Window,Yes,3,No,25-35,Rainy
Saturday,19:47,22:45,Dinner,6,178,102.12,Other,Window,No,3,Yes,36-45,Cloudy
Tuesday,21:59,00:07,Breakfast,1,128,112.83,Female,Window,Yes,2,Yes,46-55,Sunny
Wednesday,11:17,13:31,Dinner,6,134,107.85,Male,Window,Yes,1,Yes,56+,Rainy
